fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,Type,tS1,tS2,tS3,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11
6.7,0.24,0.36,8.4,0.042,42,123,0.99473,3.34,0.52,10.9,6,White,2.87901762,-19.10566361,-13.09364704,-0.719186859,0.412099032,0.085996332,0.847442672,-0.079650946,-0.561569665,0.124050968,0.338831199,0.401958501,0.354934562,0.117453226
6.3,0.22,0.28,2.4,0.042,38,102,0.98998,3.14,0.37,11.6,7,White,-14.03704896,-14.20807217,-14.63855333,-0.250609472,2.548885089,0.04706417,-0.258579504,-0.091981116,0.735631681,-0.79805583,0.204239884,-0.110678835,0.324795471,0.107530729
6,0.24,0.28,3.95,0.038,61,134,0.99146,3.3,0.54,11.3,7,White,-0.183965705,-1.129779566,-21.75655745,-0.723877427,1.856047356,0.167769847,1.504795914,0.594068321,0.586408325,-0.289104283,0.053462805,-0.251479377,0.648317269,0.200141532
7.7,0.43,1,19.95,0.032,42,164,0.99742,3.29,0.5,12,6,White,18.05397736,16.6879872,-9.556020545,-2.670595995,-0.40205998,-2.453173431,0.673510837,-1.267779829,-1.465370931,2.85291654,3.076241654,0.119017649,-0.132273192,0.868892626
6.4,0.3,0.36,2,0.052,18,141,0.99273,3.38,0.53,10.5,6,White,20.16670169,-14.12438575,10.2447658,0.517476283,0.73203867,0.047481076,0.245452747,0.553037,-0.832385614,-0.302307238,0.220018317,-0.188780615,-0.895316967,0.119078839
6.1,0.33,0.3,3,0.036,30,124,0.98922,3.31,0.4,13.1,7,White,4.375323332,-15.15535281,-1.377349324,0.468528597,3.128913464,0.308197564,0.42230712,-0.140956456,0.482741024,0.22454116,0.944446035,0.283968142,-0.352656217,0.009511807
6,0.28,0.27,15.5,0.036,31,134,0.99408,3.19,0.44,13,7,White,20.54877821,-17.61724522,-12.89090437,-1.027961249,1.541503343,0.05514633,0.857146533,-2.036747439,0.741803537,0.714103571,0.623630882,1.422967518,-0.223629971,-0.058911328
6.7,0.24,0.36,8.4,0.042,42,123,0.99473,3.34,0.52,10.9,6,White,2.879080592,-19.10566309,-13.09379724,-0.719186859,0.412099032,0.085996332,0.847442672,-0.079650946,-0.561569665,0.124050968,0.338831199,0.401958501,0.354934562,0.117453226
6.7,0.29,0.45,14.3,0.054,30,181,0.99869,3.14,0.57,9.1,5,White,22.35156388,4.844922083,15.66065082,-1.983680879,-2.094549143,-0.386245948,-0.14858001,-0.463609508,-0.652671059,0.585700569,-0.152678567,0.357964603,-0.60352888,0.192705898
6.9,0.33,0.31,4.2,0.04,21,93,0.9896,3.18,0.48,13.4,7,White,-24.78854275,-6.452845065,-3.186527471,0.816518616,2.976377505,-0.416182885,-0.004736799,-0.682169094,0.7675114,0.507895423,0.434035397,0.565643679,-0.232613708,0.046129169
6.5,0.16,0.34,1.4,0.029,29,133,0.99108,3.33,0.64,11.5,7,White,16.12683662,-23.39272362,-4.120798134,0.211501373,2.231453152,-0.612356286,1.128525539,0.39447045,-0.487878121,-0.245957038,-0.56589598,-0.127949327,-0.425487806,0.034708778
6,0.2,0.32,3,0.031,26,118,0.99134,3.38,0.68,11.2,7,White,-1.430388279,-12.85097886,2.161766457,0.513278603,1.838952502,-0.517586926,1.388664367,0.137638252,-0.60918158,-0.227538725,-0.624798106,-0.07273638,-0.420392185,0.386447952
7.5,0.33,0.28,4.9,0.042,21,155,0.99385,3.36,0.57,10.9,6,White,26.91355157,-6.086144708,1.107391764,0.269230667,0.534390831,0.401438342,0.663783288,0.0844183,-0.487571011,0.193712621,-0.096863078,0.112790117,-0.910338146,-0.085360192
7.1,0.36,0.28,2.4,0.036,35,115,0.98936,3.19,0.44,13.5,7,White,-3.89819895,-20.0321391,-7.481010495,0.491919636,3.200895882,0.055916278,0.220530236,-0.16015207,1.132741323,0.562795927,0.621938492,0.23729924,-0.014276069,-0.210964831
6.7,0.29,0.45,14.3,0.054,30,181,0.99869,3.14,0.57,9.1,5,White,22.35142039,4.845058607,15.66064623,-1.983680879,-2.094549143,-0.386245948,-0.14858001,-0.463609508,-0.652671059,0.585700569,-0.152678567,0.357964603,-0.60352888,0.192705898
6.4,0.26,0.25,10.7,0.046,66,179,0.99606,3.17,0.55,9.9,6,White,-5.538153599,4.374577014,-2.709503569,-2.173894941,-0.501831058,0.521010397,1.157185274,0.217005431,0.742288799,0.03470769,-0.382112525,0.075355668,0.520340902,-0.009758059
7,0.22,0.24,11,0.041,75,167,0.99508,2.98,0.56,10.5,6,White,-6.009745406,3.807171914,-9.17935656,-2.613470729,0.022113363,0.150779783,0.660753434,0.182477146,1.535008661,0.340335193,-0.835036545,0.272174202,1.092428721,-0.084820381
6.5,0.19,0.28,1.4,0.046,22,90,0.99038,3.18,0.51,11.7,7,White,-28.45931366,-5.507217723,-3.946702776,0.5967624,2.391691117,-0.5151721,-0.04476834,-0.171416492,0.273506833,-0.724818187,-0.376352802,0.129631921,-0.112767026,0.045576089
6.3,0.21,0.31,1.2,0.043,30,117,0.99158,3.49,0.68,11,6,White,-2.113155778,-14.56907642,-1.451948932,0.861981827,1.252951168,0.00608477,1.277475723,1.104050437,-1.090082338,-0.111838832,-0.401240916,0.238326142,-0.195724418,0.305907465
7.9,0.35,0.28,12.9,0.032,13,63,0.9932,2.99,0.43,13,6,White,-21.27751632,12.75237616,4.681416676,0.041614431,1.378043412,-0.178030491,-1.153807239,-2.192214666,0.758654358,1.165210366,0.050126719,1.406741343,0.226081132,0.097209643
7.7,0.38,0.23,10.8,0.03,28,95,0.99164,2.93,0.41,13.6,6,White,-24.06027926,-14.19995017,-8.568227118,-0.303460406,2.024244271,0.186392341,-1.0909623,-1.495999185,1.619521929,1.45049561,0.048890876,1.285676737,0.327895576,-0.147290045
6.8,0.19,0.33,1.3,0.031,22,87,0.98987,3.08,0.62,12.3,7,White,-22.32973966,0.713751929,-11.77128425,0.575722712,2.757531898,-1.175156543,-0.114472361,-0.2001951,0.435758893,0.061757983,-0.913889164,0.090209709,-0.017419426,0.039026613
7.2,0.33,0.34,2,0.044,61,171,0.98947,3.25,0.53,13.3,7,White,0.621233874,2.598948689,-5.775467149,-0.480226183,2.96488751,-0.155978278,1.322374483,1.059590809,1.351214145,0.784982415,0.76278332,0.038797978,0.12447811,-0.252078912
6.6,0.29,0.29,1.8,0.036,38,102,0.98819,3.08,0.42,13.7,7,White,-13.94057095,-14.26149841,-14.81065994,0.24829208,3.676917508,-0.256210136,-0.290790547,-0.064032061,1.419503711,0.426721854,0.376006986,0.386714356,0.317950823,-0.174254471
7.5,0.2,0.41,1.2,0.05,26,131,0.99133,3.19,0.52,11.1,5,White,13.73982076,-22.03890432,4.055596996,-0.031712383,1.07207565,-0.319621725,-0.976958309,1.271054923,-0.611333829,0.25502123,-0.178620801,0.420122069,-0.209874401,-0.006455721
6.9,0.33,0.62,7.5,0.038,46,132,0.99143,3.23,0.43,13.4,7,White,4.921470148,-11.16457024,-22.858774,-0.933535408,2.556856361,-1.319182064,0.531250306,-0.274209321,0.23539136,1.242673521,1.96133983,0.118332008,0.22474447,0.111921968
6,0.23,0.15,9.7,0.048,101,207,0.99571,3.05,0.3,9.1,5,White,-17.66547208,5.579024021,19.80449316,-3.81039073,-0.781436909,2.091155758,0.200851322,1.355980542,1.576966171,-0.452421911,-0.056940438,-0.049677937,1.648697052,-0.293208639
5.9,0.23,0.24,3.8,0.038,61,152,0.99139,3.31,0.5,11.3,7,White,-0.223008303,5.734822279,-15.26369871,-0.877757774,1.939640747,0.512361768,1.505722229,0.647341993,0.666053913,-0.443594324,0.087881737,-0.19346981,0.430236353,0.045323049
6.6,0.32,0.41,7.2,0.048,55,178,0.99537,3.2,0.46,9.4,5,White,4.13820098,4.030795534,-0.575398646,-1.839779157,-0.808341341,0.470193763,-0.124769122,1.006104802,-0.186516441,0.290189511,0.332118687,-0.365040379,0.228699184,0.142611645
6,0.23,0.15,9.7,0.048,101,207,0.99571,3.05,0.3,9.1,5,White,-17.66552066,5.579011645,19.80468619,-3.81039073,-0.781436909,2.091155758,0.200851322,1.355980542,1.576966171,-0.452421911,-0.056940438,-0.049677937,1.648697052,-0.293208639
5.3,0.36,0.27,6.3,0.028,40,132,0.99186,3.37,0.4,11.6,6,White,8.767769804,-13.43100739,-20.03156942,-0.234488687,1.456060349,1.189684373,0.493236289,0.029899808,-0.108206946,0.379466221,0.736714521,0.197777453,0.061566593,0.243048083
5.3,0.36,0.27,6.3,0.028,40,132,0.99186,3.37,0.4,11.6,6,White,8.769824188,-13.43308874,-20.03165478,-0.234488687,1.456060349,1.189684373,0.493236289,0.029899808,-0.108206946,0.379466221,0.736714521,0.197777453,0.061566593,0.243048083
8.9,0.27,0.28,0.8,0.024,29,128,0.98984,3.01,0.35,12.4,6,White,11.19706609,-25.23219668,-5.192581506,-0.239651843,2.700543952,0.327026609,-1.42840207,0.166587081,0.78752239,0.30840998,-0.107054036,0.059265873,-0.05558759,-0.474645459
7.6,0.23,0.29,8.6,0.053,65,146,0.9963,3.11,0.32,9.8,6,White,-3.035650377,2.571621058,-21.67969771,-2.278007891,-0.197450452,0.678662717,0.011266321,-0.013116861,0.679571675,-0.751144293,0.445347793,-0.154058944,1.034531377,-0.344131012
6.9,0.75,0.13,6.3,0.036,19,50,0.99312,3.09,0.25,11.1,4,White,-9.530891709,20.04995203,6.389799193,1.320658607,-0.335030275,2.539050486,-2.566104022,-0.721121957,0.902951448,1.396650979,0.685020959,0.021578743,0.575056696,0.374660001
7.1,0.35,0.27,3.1,0.034,28,134,0.9897,3.26,0.38,13.1,7,White,15.65472431,-17.92670698,-0.990438321,0.36811909,3.04277895,0.448534076,0.228512103,-0.321757622,0.712644853,0.260196149,0.834036149,0.218061563,-0.509316562,-0.197418765
7.2,0.31,0.35,7.2,0.046,45,178,0.9955,3.14,0.53,9.7,5,White,11.82908555,6.212336326,4.093802504,-1.482453698,-0.767993642,0.329574407,-0.236285745,0.726593893,-0.004164025,0.457146779,-0.308235105,-0.100403137,-0.090844418,-0.05119512
6.4,0.28,0.44,7.1,0.048,49,179,0.99528,3.15,0.48,9.2,5,White,6.642925236,4.373420719,0.657858748,-1.908586562,-0.832785006,0.102447864,-0.41342604,0.945900818,-0.314976868,0.19700927,0.071979257,-0.370509581,0.032965253,0.184379059
7.2,0.23,0.46,6.4,0.036,17,85,0.99279,3.1,0.78,11.7,6,White,-20.14964033,2.200168924,-1.0436511,0.371440816,0.957285169,-1.847807681,-0.049717001,-0.306190301,-0.37572626,1.090685587,-1.063707622,0.50813792,-0.045914452,0.396657667
6.6,0.22,0.3,14.7,0.045,50,136,0.99704,3.14,0.37,10.6,6,White,0.244051584,-2.217409993,-30.67062372,-2.186080922,-0.289025492,0.450054747,0.234125547,-1.16667387,0.296888825,-0.082377655,0.430392074,0.784184882,0.667964798,-0.119830651
7.2,0.31,0.35,7.2,0.046,45,178,0.9955,3.14,0.53,9.7,5,White,11.829389,6.212416404,4.093673828,-1.482453698,-0.767993642,0.329574407,-0.236285745,0.726593893,-0.004164025,0.457146779,-0.308235105,-0.100403137,-0.090844418,-0.05119512
6.4,0.28,0.44,7.1,0.048,49,179,0.99528,3.15,0.48,9.2,5,White,6.642632092,4.373378946,0.65772612,-1.908586562,-0.832785006,0.102447864,-0.41342604,0.945900818,-0.314976868,0.19700927,0.071979257,-0.370509581,0.032965253,0.184379059
7.2,0.24,0.28,1.9,0.032,30,92,0.9914,3.1,0.39,10.9,6,White,-20.79022627,-4.838085389,-16.70923389,-0.105005257,1.647196297,0.304038203,-1.063125865,0.034087616,0.154147768,-0.451146019,-0.305779944,-0.188188295,0.38571499,0.007813776
6.2,0.27,0.47,1.2,0.146,28,105,0.99224,3.23,0.51,10.1,5,White,-15.10460733,-16.76446293,-2.378048099,0.712740803,-0.607349273,-1.196837418,-0.992277878,1.955711165,0.167802366,-1.07778753,1.080623696,0.840863744,-0.173987155,0.423928583
6.5,0.28,0.25,4.8,0.029,54,128,0.99074,3.17,0.44,12.2,7,White,-0.184213007,-6.995452834,-19.88977246,-0.731504225,2.47668541,0.355770829,0.656544349,-0.050139834,1.123048775,0.0742081,0.185920586,-0.025539145,0.568348779,-0.020377919
7.2,0.27,0.31,1.2,0.031,27,80,0.98892,3.03,0.33,12.7,6,White,-20.37134766,4.996584123,-16.23823221,0.261818986,2.942635657,0.100976802,-1.645887398,-0.027292639,0.678551452,0.228711937,0.209839339,0.331330877,0.434113404,-0.106020459
7.8,0.28,0.25,3.4,0.024,27,99,0.98959,2.98,0.37,13,6,White,-20.45863534,-14.57071954,-2.586934405,-0.008991025,2.823775541,0.255819365,-1.45486954,-0.37434941,1.021806835,0.612940593,-0.179650951,0.595738761,0.24380771,-0.283172952
8.1,0.26,0.27,4.3,0.03,43,123,0.99212,3.16,0.33,11.2,6,White,2.808798871,-18.40793023,-14.39113254,-0.815602698,1.575237441,0.822916716,-0.525897702,0.057923431,0.31709129,-0.213892415,0.26492815,-0.02089915,0.467885676,-0.1514661
6.6,0.23,0.37,8.5,0.036,46,153,0.99576,3.2,0.48,9.4,6,White,15.7620592,8.327823908,-21.89632546,-1.724707526,-0.290136697,0.121816445,0.323180197,-0.064622244,-0.352460997,-0.325439362,-0.122093256,-0.393643169,0.188871763,0.154794773
6,0.33,0.2,1.8,0.031,49,159,0.9919,3.41,0.53,11,6,White,8.820709569,5.659995052,-13.7909552,-0.058653656,1.27728548,1.275123341,1.179207584,1.10312841,7.46E-06,0.087288186,-0.066345549,-0.258156853,-0.01412623,-0.044424336
6,0.33,0.2,1.8,0.031,49,159,0.9919,3.41,0.53,11,6,White,8.820711366,5.6599831,-13.79091906,-0.058653656,1.27728548,1.275123341,1.179207584,1.10312841,7.46E-06,0.087288186,-0.066345549,-0.258156853,-0.01412623,-0.044424336
7.3,0.2,0.29,19.5,0.039,69,237,1.00037,3.1,0.48,9.2,6,White,-15.05352727,0.790216568,24.17869332,-4.177679569,-1.81704368,0.57176458,1.35297012,-0.945480666,0.574905588,0.153193273,-0.208896507,0.419451586,0.118585991,-0.297992666
6.6,0.23,0.37,8.5,0.036,46,153,0.99576,3.2,0.48,9.4,6,White,15.76160299,8.328102859,-21.89649391,-1.724707526,-0.290136697,0.121816445,0.323180197,-0.064622244,-0.352460997,-0.325439362,-0.122093256,-0.393643169,0.188871763,0.154794773
7.3,0.2,0.29,19.9,0.039,69,237,1.00037,3.1,0.48,9.2,6,White,-15.05548053,0.786181392,24.17967665,-4.211256545,-1.837997536,0.575474446,1.36623333,-0.98999859,0.578826569,0.169418217,-0.201333604,0.45858258,0.115896864,-0.259836619
6.2,0.47,0.19,8.3,0.029,24,142,0.992,3.22,0.45,12.3,6,White,19.53656881,-13.28183368,1.420522392,0.204576517,1.350716157,1.13311697,0.016392005,-0.761398435,0.744825144,1.060158731,0.261638262,0.518061931,-0.64256223,0.084772861
6,0.33,0.2,1.8,0.031,49,159,0.9919,3.41,0.53,11,6,White,8.820684969,5.659992341,-13.79089921,-0.058653656,1.27728548,1.275123341,1.179207584,1.10312841,7.46E-06,0.087288186,-0.066345549,-0.258156853,-0.01412623,-0.044424336
7.2,0.14,0.32,1.1,0.022,48,116,0.99218,3.04,0.67,10,6,White,-3.90705551,-15.27884609,-19.9873653,-0.823327749,1.070074301,-0.632537834,-0.078082729,0.942787533,0.128818008,-0.147868427,-1.765340587,-0.622646796,0.747523622,0.131141971
5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,6,White,2.828313843,-33.6920781,7.356772144,-1.667490389,-1.473478648,0.692274853,0.737785687,-1.644887635,-0.380928222,-0.660123236,-0.386870756,0.62930265,0.520984355,0.458354274
5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,6,White,2.830923742,-33.68671649,7.35675287,-1.667490389,-1.473478648,0.692274853,0.737785687,-1.644887635,-0.380928222,-0.660123236,-0.386870756,0.62930265,0.520984355,0.458354274
5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,6,White,2.827636358,-33.6875547,7.356848184,-1.667490389,-1.473478648,0.692274853,0.737785687,-1.644887635,-0.380928222,-0.660123236,-0.386870756,0.62930265,0.520984355,0.458354274
8.1,0.2,0.28,0.9,0.023,49,87,0.99062,2.92,0.36,11.1,6,White,-10.13906935,4.206482012,-24.68258343,-0.897881588,2.1303354,0.158318426,-1.497597786,0.339798482,0.94260046,-0.332387907,-0.623290136,-0.417397688,1.24387166,-0.138864137
5.8,0.14,0.15,6.1,0.042,27,123,0.99362,3.06,0.6,9.9,6,White,2.601862782,-23.75516125,0.42223463,-0.536999936,0.36361463,0.105045025,-0.211819467,-0.22882879,0.321785724,-0.727868426,-1.820762701,0.408275448,-0.103792712,0.039027879
4.8,0.21,0.21,10.2,0.037,17,112,0.99324,3.66,0.48,12.2,7,White,-9.123926603,-23.16979037,12.34867566,0.660293639,1.702106131,0.932399768,2.116734992,-1.207823036,-1.268757968,-0.405142672,0.822076556,1.334965674,-0.646857705,0.20808587
8.1,0.2,0.28,0.9,0.023,49,87,0.99062,2.92,0.36,11.1,6,White,-10.13891115,4.206486638,-24.68218461,-0.897881588,2.1303354,0.158318426,-1.497597786,0.339798482,0.94260046,-0.332387907,-0.623290136,-0.417397688,1.24387166,-0.138864137
5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,6,White,2.827674199,-33.68794379,7.356666735,-1.667490389,-1.473478648,0.692274853,0.737785687,-1.644887635,-0.380928222,-0.660123236,-0.386870756,0.62930265,0.520984355,0.458354274
7.5,0.34,0.24,3.85,0.031,5,34,0.99098,3.01,0.36,11.8,4,White,-1.326168376,22.49037565,20.32156382,1.103596492,1.061946755,0.857557045,-3.079240727,-0.273567877,-0.216716156,0.853372933,-0.479230211,1.100020815,0.531297007,0.147989467
6.6,0.64,0.28,4.4,0.032,19,78,0.99036,3.11,0.62,12.9,6,White,-25.35337093,6.678561198,-10.78974747,1.699959712,1.601795639,0.003869291,-0.42566872,-0.54587076,1.266804879,1.994286941,-0.023394294,-0.085820156,-0.161931426,0.506200983
7,0.48,0.12,4.5,0.05,23,86,0.99398,2.86,0.35,9,5,White,-20.62108739,0.057821685,-6.883651738,-0.020766816,-0.716153968,1.258929833,-2.517564887,-0.499028937,1.320632488,-0.440297843,-0.965238647,-0.6289576,0.269576152,0.228961288
7.6,0.37,0.34,3.2,0.028,42,162,0.9903,3.01,0.33,12.4,6,White,18.2384244,6.182222106,-8.645326308,-0.940775734,2.30954679,0.398029529,-1.088594067,0.305172704,1.219291546,0.826156621,0.549359687,-0.168614431,-0.101854437,-0.322410421
7,0.48,0.12,4.5,0.05,23,86,0.99398,2.86,0.35,9,5,White,-20.62118774,0.057699441,-6.883560595,-0.020766816,-0.716153968,1.258929833,-2.517564887,-0.499028937,1.320632488,-0.440297843,-0.965238647,-0.6289576,0.269576152,0.228961288
6.6,0.64,0.28,4.4,0.032,19,78,0.99036,3.11,0.62,12.9,6,White,-25.35419654,6.678641629,-10.79048493,1.699959712,1.601795639,0.003869291,-0.42566872,-0.54587076,1.266804879,1.994286941,-0.023394294,-0.085820156,-0.161931426,0.506200983
8,0.25,0.27,9.7,0.036,15,85,0.99406,2.99,0.36,11.2,6,White,-19.97438581,3.052881834,-0.7612007,-0.525816094,0.838831837,0.064058638,-1.443711509,-1.635976862,0.319932622,-0.113927965,-0.261947535,0.666963148,0.074215026,-0.055133114
7.6,0.38,0.28,4.2,0.029,7,112,0.9906,3,0.41,12.6,6,White,-7.233241743,-14.83822588,20.28615401,0.523963187,2.152025804,0.063650706,-1.607966469,-0.834891756,0.754351265,0.800865646,-0.13229585,0.371612809,-0.714406315,-0.177510677
6.9,0.26,0.27,4.2,0.031,20,80,0.99089,3.12,0.39,11.5,6,White,-25.1154087,6.064925703,-11.1085834,0.242014176,1.850766516,0.313609754,-1.123465764,-0.501441453,0.084908471,-0.148527878,-0.176186955,0.319066314,0.154308565,0.201579467
7.8,0.15,0.34,1.1,0.035,31,93,0.99096,3.07,0.72,11.3,7,White,-20.24656176,-5.495229111,-17.29487194,0.213660167,2.04063049,-1.487661644,0.321165729,0.189487369,0.373592363,-0.201970746,-1.461996104,-0.24317674,0.217367551,0.153333001
8,0.25,0.27,9.7,0.036,15,85,0.99406,2.99,0.36,11.2,6,White,-19.97400806,3.052893598,-0.761551335,-0.525816094,0.838831837,0.064058638,-1.443711509,-1.635976862,0.319932622,-0.113927965,-0.261947535,0.666963148,0.074215026,-0.055133114
6.9,0.26,0.27,4.2,0.031,20,80,0.99089,3.12,0.39,11.5,6,White,-25.11550173,6.064946568,-11.10837027,0.242014176,1.850766516,0.313609754,-1.123465764,-0.501441453,0.084908471,-0.148527878,-0.176186955,0.319066314,0.154308565,0.201579467
5.9,0.655,0,5.6,0.033,8,31,0.9936,3.32,0.51,10.5,4,White,4.682394262,22.62190311,19.74332967,2.505356118,-0.790782575,2.642281598,-1.121155775,-0.504674154,-0.123474721,1.053097835,-0.651256087,0.45750209,0.31843994,0.634234851
7.6,0.38,0.28,4.2,0.029,7,112,0.9906,3,0.41,12.6,6,White,-7.23317469,-14.83852158,20.28593791,0.523963187,2.152025804,0.063650706,-1.607966469,-0.834891756,0.754351265,0.800865646,-0.13229585,0.371612809,-0.714406315,-0.177510677
7.8,0.31,0.4,1.6,0.027,20,87,0.9911,3.15,0.48,11.9,6,White,-30.23046463,-0.826575175,-2.075105548,0.546773807,1.962683643,-0.416475468,-0.898177532,-0.039178898,-0.223205694,0.513329259,0.042533491,-0.143043384,0.046439447,0.032338546
8.1,0.17,0.21,1.6,0.036,24,119,0.99396,3.18,0.52,10.1,6,White,1.129301715,-13.85319557,3.696095656,-0.020817103,0.741382675,0.299826747,-0.274385906,0.128049971,-0.342792999,-0.837986256,-1.116468323,-0.145473245,-0.126744621,-0.422279499
6.8,0.18,0.28,1.1,0.027,32,112,0.99089,3.15,0.45,11,7,White,-6.270104607,-16.78185573,-4.266725414,-0.23146495,2.308859499,-0.087646365,-0.106304714,-0.06079783,0.210104739,-0.841600454,-0.491656441,-0.491265164,0.052993392,-0.031319559
7.4,0.28,0.36,14.6,0.048,35,161,0.9968,3.14,0.56,10.6,5,White,26.75844348,10.65248709,-12.96236183,-1.622978792,-1.034783055,-0.010841434,-0.022741798,-0.53075073,-0.149304654,1.020238965,-0.163441161,1.100926717,-0.164867114,0.107057822
7.3,0.23,0.27,2.6,0.035,39,120,0.99138,3.04,0.59,11.3,7,White,2.854268949,-22.44020389,-19.37402127,-0.338090456,1.915279156,-0.621059692,0.195669891,-0.010867095,1.017125472,-0.212375374,-0.985348342,-0.351567029,0.163853394,-0.029566835
6.7,0.22,0.22,1.2,0.038,5,124,0.99098,3.1,0.37,11.2,4,White,4.219705125,-16.39669979,20.73067938,0.431899609,1.039056573,1.105291298,-2.556566573,0.770584709,-0.592503699,0.238639485,-0.693712908,1.036836896,-0.617164855,-0.34404335
7.4,0.25,0.28,7.25,0.028,14,78,0.99238,2.94,0.37,11.5,7,White,-22.35269078,7.946818665,4.806645946,-0.303693478,1.89319432,-0.402256277,-1.258470362,-1.861136766,0.754204557,-0.409450354,-0.391993125,0.068237303,-0.027396406,0.016654372
7.5,0.3,0.21,6.55,0.026,33,143,0.99244,2.92,0.35,11.1,5,White,20.84967162,-7.784599937,-17.05345518,-1.162061828,0.878076486,0.989341937,-1.863644553,-0.134370393,0.889966923,0.532363478,-0.62428925,0.412699968,0.078224446,-0.244821427
7.2,0.26,0.24,7,0.023,19,130,0.99176,3.14,0.49,12.8,7,White,13.52573352,-19.70237995,9.215293785,-0.047622853,2.437834069,-0.059938117,0.189015583,-1.204454442,0.587156696,0.409545819,-0.26914748,0.617046393,-0.60454858,-0.303899858
6.3,0.32,0.32,1.5,0.037,12,76,0.98993,3.3,0.46,12.3,6,White,-25.91547049,9.566128233,0.283498024,1.367272178,2.260387612,0.142440308,-0.563587312,-0.03451693,-0.434430534,0.251975969,0.332811348,0.397727571,-0.229710725,0.207591422
7.7,0.24,0.3,1.4,0.041,15,102,0.9929,3.26,0.53,10.4,6,White,-19.4130469,-8.92674398,13.08655516,0.640634415,0.90451375,-0.021921801,-0.321479086,0.117180202,-0.712395525,-0.540341719,-0.528999279,-0.172907285,-0.364656691,-0.001933385
7.4,0.25,0.28,7.25,0.028,14,78,0.99238,2.94,0.37,11.5,7,White,-22.35306662,7.946612199,4.806578913,-0.303693478,1.89319432,-0.402256277,-1.258470362,-1.861136766,0.754204557,-0.409450354,-0.391993125,0.068237303,-0.027396406,0.016654372
7,0.24,0.35,1,0.032,42,104,0.98988,3.16,0.37,11.7,7,White,-10.2468811,-13.57072891,-18.51464963,-0.322750847,2.758580277,-0.103511228,-0.216909722,0.147788676,0.50144543,-0.514571892,0.425158197,-0.504698763,0.460017247,0.064103764
5.8,0.28,0.28,4.2,0.044,52,158,0.992,3.35,0.44,10.7,7,White,6.636316896,7.787302447,-13.95420663,-0.793334836,1.486384679,0.600756325,1.260659927,0.42899071,0.346753261,-0.699609889,0.531103702,-0.474938792,-0.01679276,0.188760795
6.8,0.19,0.71,17.5,0.042,21,114,0.99784,2.85,0.5,9.5,6,White,-9.051638269,-25.35754481,13.5547467,-2.6955379,-1.127445516,-2.509473068,-1.430897545,-2.008523563,-0.586470858,0.533963842,0.103321922,0.081438653,0.006542442,0.720043239
6.8,0.19,0.71,17.5,0.042,21,114,0.99784,2.85,0.5,9.5,6,White,-9.051430818,-25.35658257,13.55315752,-2.6955379,-1.127445516,-2.509473068,-1.430897545,-2.008523563,-0.586470858,0.533963842,0.103321922,0.081438653,0.006542442,0.720043239
6.8,0.19,0.71,17.5,0.042,21,114,0.99784,2.85,0.5,9.5,6,White,-9.051482464,-25.35669695,13.55320396,-2.6955379,-1.127445516,-2.509473068,-1.430897545,-2.008523563,-0.586470858,0.533963842,0.103321922,0.081438653,0.006542442,0.720043239
6.6,0.19,0.35,1.5,0.037,37,107,0.99006,3.18,0.68,12,7,White,-10.26085805,-18.5825981,-14.51913968,0.24931649,2.448652646,-1.123863514,0.76611682,0.450230345,0.379304865,0.095857003,-0.746469664,-0.012344315,0.168483221,0.198971887
6.4,0.28,0.36,1.3,0.053,28,186,0.99211,3.31,0.45,10.8,5,White,21.29432944,-2.347343752,15.22583882,-0.270754226,0.713779519,0.586539309,-0.481935039,1.494228293,-0.604239768,0.164479752,0.376607872,0.176831101,-0.916612134,-0.239637095
5.6,0.28,0.27,3.9,0.043,52,158,0.99202,3.35,0.44,10.7,7,White,6.658253178,7.762409711,-13.94448477,-0.760031197,1.508367537,0.651442124,1.261959046,0.443819645,0.356582078,-0.716567497,0.484130113,-0.500080666,-0.010734315,0.144851436
5.6,0.28,0.28,4.2,0.044,52,158,0.992,3.35,0.44,10.7,7,White,6.636210934,7.782095882,-13.95797049,-0.793334836,1.486384679,0.600756325,1.260659927,0.42899071,0.346753261,-0.699609889,0.531103702,-0.474938792,-0.01679276,0.188760795
6.8,0.19,0.32,7.6,0.049,37,107,0.99332,3.12,0.44,10.7,7,White,-11.31294031,-24.43972609,-12.59832319,-0.922918064,1.157203444,-0.427633186,0.11938043,-0.783621745,0.455859202,-0.847029752,-0.018214545,0.059090782,0.295803012,0.185145539
7.2,0.16,0.29,1,0.031,40,123,0.98958,3.12,0.4,12.1,7,White,5.04267254,-22.91705953,-19.10548278,-0.481938567,3.074596861,-0.100157866,-0.171978728,0.204955561,0.673356244,-0.545743654,-0.069035925,-0.055190552,0.214121241,-0.236461959
